investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date
Accident,MKC83LA033,1982-12-06,"OLATHE, KS",United States,,,OJC,JOHNSON COUNTY EXECUTIVE,Non-Fatal,Destroyed,Airplane,N757WD,Cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,06-12-1983
Incident,MIA83IA043,1982-12-06,"SARASOTA, FL",United States,,,SRQ,SARASOTA-BRADENTON,Incident,Minor,Airplane,N8871Z,Boeing,727-225,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"Eastern Airlines, Inc.",0.0,0.0,0.0,21.0,VMC,Takeoff,Probable Cause,06-12-1983
Accident,LAX83FA051,1982-12-06,"CASA GRANDE, AZ",United States,,,CZG,CASA GRANDE MUNICIPAL,Non-Fatal,Destroyed,Airplane,N734MU,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,3.0,0.0,0.0,VMC,Approach,Probable Cause,06-12-1983
Accident,FTW83FA054,1982-12-06,"MIDLAND, AR",United States,,,FSM,FORT SMITH MUNICIPAL,Fatal(2),Destroyed,Airplane,N767T,Beech,A36,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,06-12-1983
Accident,ATL83LA052,1982-12-06,"SNOW HILL, NC",United States,,,,,Non-Fatal,Destroyed,Airplane,N19488,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,06-12-1983
Accident,MIA83LA044,1982-12-06,"JACKSONVILLE, FL",United States,,,,CRAIG MUNICIPAL,Non-Fatal,Substantial,Airplane,N1666X,Cessna,210L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,06-12-1983
Accident,LAX83LA054,1982-12-06,"DATELAND, AZ",United States,,,,PRIVATE,Non-Fatal,Substantial,Airplane,N55299,Cessna,172P,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,06-12-1983
Accident,FTW83LA055,1982-12-06,"LOVINGTON, NM",United States,,,E06,LOVINGTON,Non-Fatal,Substantial,Airplane,N18HM,Beech,58,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,06-12-1983
Accident,ANC83FA022,1982-12-06,"CHUGIAK, AK",United States,,,Z15,BIRCHWOOD AIRPORT,Non-Fatal,Substantial,Helicopter,N9607,Enstrom,F-28A,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,1.0,2.0,VMC,Maneuvering,Probable Cause,06-12-1983
Incident,NYC83IA040,1982-12-07,"MONTICELLO, NY",United States,,,MSV,SULLIVAN COUNTY,Incident,Minor,Airplane,N3809E,Aeronca,11AC,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-12-1983
Accident,LAX83FA414,1982-12-07,"TAHOE CITY, CA",United States,,,TVL,,Fatal(2),Destroyed,Airplane,N5468T,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,07-12-1983
Accident,DEN83AA033,1982-12-07,"LARKSPUR, CO",United States,,,,,Fatal(2),Destroyed,Helicopter,N2752Y,Bell,206B,No,1.0,Turbo Shaft,Part 91: General Aviation,,Business,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,07-12-1983
Accident,DEN83AA032,1982-12-07,"PUEBLO, CO",United States,,,,,Fatal(2),Destroyed,Airplane,N30093,Swearingen,SA-227AC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Pioneer Airlines,2.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,07-12-1983
Incident,ATL83IA054,1982-12-07,"CHAMBLEE, GA",United States,,,PDK,DEKALB-PEACHTREE,Incident,Minor,Airplane,N153TG,Gulfstream American,G-159,No,2.0,Turbo Prop,Part 121: Air Carrier,NSCH,Unknown,Orion Airlines,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,07-12-1983
Accident,LAX83FVM04,1982-12-07,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO INTL.,Non-Fatal,Substantial,Airplane,N4273X,Swearingen,SA226-T,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,07-12-1983
Accident,DCA83AA009,1982-12-07,"CHANTILLY, VA",United States,,,IAD,DULLES INTL,Non-Fatal,Substantial,Airplane,N126AV,Swearingen,SA-226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Flt America, Inc",0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,07-12-1983
Accident,MIA83FA046,1982-12-08,"VALPARAISO, FL",United States,,,,"EGLIN, AFB",Fatal(3),Destroyed,Airplane,N90692,Piper,PA-601P,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,08-12-1983
Accident,MKC83LA037,1982-12-08,"LEWELLEN, NE",United States,,,,CALDWELL PRIVATE,Non-Fatal,Substantial,Airplane,N3091B,Cessna,195B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,08-12-1983
Accident,LAX83LA053,1982-12-08,"PHOENIX, AZ",United States,,,,,Non-Fatal,Substantial,Helicopter,N3001F,Bell,TH-13T,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,08-12-1983
Accident,LAX83LA052,1982-12-08,"SOUTH LAKE TAHO, CA",United States,,,TVL,SOUTH LAKE TAHOE,Non-Fatal,Substantial,Airplane,N20016,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,VMC,Climb,Probable Cause,08-12-1983
Accident,CHI83LA053,1982-12-08,"FRANKFORT, IL",United States,,,C-18,FRANKFORT,Non-Fatal,Substantial,Airplane,N6195Y,Cessna,T210,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause,08-12-1983
Accident,ATL83LA055,1982-12-08,"LONDON, KY",United States,,,LOZ,LONDON-CORBIN,Non-Fatal,Substantial,Airplane,N2148,Pitts,SPECIAL 51C,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,08-12-1983
Accident,SEA83AA028,1982-12-09,"NEAR KLAWOCK, AK",United States,,,,,Fatal(8),Destroyed,Airplane,N68081,De Havilland,DHC-2,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Tyee Airlines, Inc.",8.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,09-12-1983
Incident,LAX83IA056,1982-12-09,"NEAR PALM SPRIN, CA",United States,,,,,Incident,Minor,Airplane,N1218V,Cessna,551,No,2.0,Turbo Jet,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,IMC,Climb,Probable Cause,09-12-1983
Accident,MKC83LA034,1982-12-09,"ALLIANCE, NE",United States,,,,HASHAGEN RANCH,Non-Fatal,Substantial,Airplane,N89838,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,09-12-1983
Accident,LAX83LVM05,1982-12-09,"6 N.W. HALF MOO, CA",United States,,,HAF,HALF MOON BAY,Non-Fatal,Substantial,Airplane,N2363,Pitts,S1C,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,09-12-1983
Accident,LAX83LA057,1982-12-09,"WESTLEY, CA",United States,,,,,Non-Fatal,Substantial,Airplane,N6713Q,Grumman,G-164B,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,09-12-1983
Accident,ATL83LA057,1982-12-09,"HUNTSVILLE, AL",United States,,,,MADISON COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N4718S,Cessna,182B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,IMC,Approach,Probable Cause,09-12-1983
Accident,ATL83LA056,1982-12-09,"HOLLY SPRINGS, MS",United States,,,,MARSHAL COUNTY,Non-Fatal,Substantial,Airplane,N9115S,Beech,A-36,No,1.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,1.0,2.0,IMC,Cruise,Probable Cause,09-12-1983
Accident,LAX83LXQ01,1982-12-10,"BRIDGEPORT, CA",United States,,,,,Fatal(1),Destroyed,Airplane,N6166S,Cessna,T182RG,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,1.0,0.0,0.0,VMC,Unknown,Probable Cause,10-12-1983
Incident,CHI83IA054,1982-12-10,"OVER FARGO, ND",United States,,,,,Incident,Minor,Airplane,N1500E,Gates Lear Jet,35A,No,2.0,Turbo Fan,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,10-12-1983
Accident,CHI83LA055,1982-12-10,"NEENAH, WI",United States,,,79C,NEENAH,Non-Fatal,Substantial,Airplane,N6588E,Cessna,175,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,10-12-1983
Accident,ATL83LA058,1982-12-10,"HEFLIN, AL",United States,,,,,Non-Fatal,Substantial,Airplane,N22199,Piper,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Cruise,Probable Cause,10-12-1983
Accident,SEA83LA030,1982-12-11,"NEAR GOODING, ID",United States,,,,,Non-Fatal,Destroyed,Airplane,N68903,Taylorcraft,L-2,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,11-12-1983
Accident,SEA83FA029,1982-12-11,"RENTON, WA",United States,,,RNT,RENTON MUNICIPAL,Non-Fatal,Destroyed,Airplane,N9846T,Cessna,172A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,11-12-1983
Accident,LAX83LA059,1982-12-11,"BIG BEAR LAKE, CA",United States,,,L35,,Non-Fatal,Destroyed,Airplane,N1221Q,Cessna,150L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,IMC,Takeoff,Probable Cause,11-12-1983
Accident,ATL83AA059,1982-12-11,"SAVANNAH, GA",United States,,,SAV,SAVANNAH MUNICIPAL,Fatal(4),Destroyed,Airplane,N8001Q,Cessna,421B,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,4.0,0.0,0.0,0.0,IMC,Go-around,Probable Cause,11-12-1983
Accident,NYC83LA042,1982-12-11,"NEWBURGH, NY",United States,,,SWF,STEWART,Non-Fatal,Substantial,Airplane,N9742T,Cessna,T303,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,11-12-1983
Accident,MIA83LA049,1982-12-11,"OCOEE, FL",United States,,,29X,ORLANDO WEST AIRPORT,Non-Fatal,Substantial,Airplane,N95897,Cessna,182Q,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,11-12-1983
Accident,CHI83LA058,1982-12-11,"LACON, IL",United States,,,414,MARSHALL CO.,Non-Fatal,Substantial,Airplane,N77340,Piper,PA-24-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,11-12-1983
Accident,CHI83LA057,1982-12-11,"KALAMAZOO, MI",United States,,,,,Non-Fatal,Substantial,Airplane,N256B,Colonial,C-1,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,11-12-1983
Accident,ATL83LA061,1982-12-11,"NASHVILLE, TN",United States,,,,NASHVILLE METRO AIRPORT,Non-Fatal,Substantial,Helicopter,N90773,Robinson,R-22,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,11-12-1983
Accident,ATL83FA060,1982-12-11,"SUMMERVILLE, WV",United States,,,,,Fatal(1),Substantial,Airplane,N1621R,Grumman American,AA-1B,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,11-12-1983
Accident,NYC83FA041,1982-12-12,"STARRUCCA, PA",United States,,,,,Fatal(1),Destroyed,Airplane,N34595,Cessna,177B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,12-12-1983
Accident,LAX83FUG08,1982-12-12,"NORCO, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N5RU,Rand,KR-2,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,12-12-1983
Accident,LAX83LUJ06,1982-12-12,"CAREFREE, AZ",United States,,,,,Non-Fatal,Substantial,Airplane,N37690,Frank Turben,AERO SPORT SCAMP,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,12-12-1983
Accident,LAX83LA058,1982-12-12,"MERCED, CA",United States,,,MCE,MERCED MUNICIPAL,Non-Fatal,Substantial,Airplane,N4687F,Cessna,206,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,IMC,Approach,Probable Cause,12-12-1983
Accident,LAX83FVD04,1982-12-12,"FREMONT, CA",United States,,,,FREEMONT,Non-Fatal,Substantial,Airplane,N100WH,Hollman,CONDOR,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,12-12-1983
Accident,LAX83FUM02,1982-12-12,"RAMONA, CA",United States,,,L39,RAMONA AIRPORT,Non-Fatal,Substantial,Airplane,N38034,Beech,C24R,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,3.0,0.0,IMC,Go-around,Probable Cause,12-12-1983
Accident,FTW83LA062,1982-12-12,"RUSTON, LA",United States,,,RSN,RUSTON,Non-Fatal,Substantial,Airplane,N89100,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,12-12-1983
Accident,FTW83LA058,1982-12-12,"KATY, TX",United States,,,9XS9,HARBICAN,Non-Fatal,Substantial,Airplane,N54667,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,12-12-1983
Accident,FTW83LA056,1982-12-12,"NEW ORLEANS, LA",United States,,,NEW,LAKEFRONT,Non-Fatal,Substantial,Airplane,N1026K,Luscombe,8A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,12-12-1983
Accident,CHI83LA056,1982-12-12,"CINCINNATI, OH",United States,,,I-77,BLUE ASH,Non-Fatal,Substantial,Airplane,N62332,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,12-12-1983
Incident,MKC83IA036,1982-12-13,"CHESTERFIELD, MO",United States,,,SUS,SPIRIT OF ST. LOUIS,Incident,Minor,Airplane,N6338T,Beech,B200,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,13-12-1983
Incident,MKC83IA035,1982-12-13,"WICHITA, KS",United States,,,,,Incident,Minor,Airplane,N85BH,Beech,100,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Ozark Skyways, Inc.",0.0,0.0,0.0,10.0,VMC,Cruise,Probable Cause,13-12-1983
Accident,SEA83LA031,1982-12-13,"VANCOUVER, WA",United States,,,60S,PEARSON AIRPARK,Non-Fatal,Substantial,Airplane,N3880Q,Cessna,172L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,13-12-1983
Accident,NYC83LA043,1982-12-13,"FALL RIVER, MA",United States,,,FLR,FALL RIVER MUNICIPAL,Non-Fatal,Substantial,Airplane,N62635,Piper,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,13-12-1983
Accident,ATL83LA062,1982-12-13,"PHENIX CITY, AL",United States,,,,PHENIX CITY,Non-Fatal,Substantial,Airplane,N52742,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,13-12-1983
Accident,ANC83LA021,1982-12-13,"GAMBELL, AK",United States,,,,GAMBELL,Non-Fatal,Substantial,Airplane,N8225Y,Piper,PA-34-200T,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,IMC,Cruise,Probable Cause,13-12-1983
Accident,LAX83FUJ07,1982-12-14,"TUCSON, AZ",United States,,,,,Fatal(1),Destroyed,Airplane,N6085E,Beech,K35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,14-12-1983
Accident,ANC83LA023,1982-12-14,"SAWMILL BAY, AK",United States,,,,,Non-Fatal,Destroyed,Airplane,N4939Q,Cessna,185A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,14-12-1983
Accident,LAX83LUG09,1982-12-14,"BIG BEAR CITY, CA",United States,,,L35,BIG BEAR,Non-Fatal,Substantial,Airplane,N2962D,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,14-12-1983
Accident,ATL83LA064,1982-12-14,"COLUMBIA, SC",United States,,,CAE,COLUMBIA METRO,Non-Fatal,Substantial,Airplane,N522MA,Mitsubishi,MU-2,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,14-12-1983
Accident,CHI83FA059,1982-12-15,"DEFIANCE, OH",United States,,,DFI,DEFIANCE MEMORIAL,Fatal(2),Destroyed,Airplane,N297EB,Cessna,T210,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Custom Air Transport,inc.",2.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,15-12-1983
Accident,SEA83LA032,1982-12-15,"CHEMULT, OR",United States,,,,,Non-Fatal,Substantial,Helicopter,N90876,Hughes,369HS,No,1.0,Turbo Shaft,Part 91: General Aviation,,Ferry,,0.0,0.0,2.0,0.0,IMC,Cruise,Probable Cause,15-12-1983
Accident,LAX83FUJ08,1982-12-15,"PHOENIX, AZ",United States,,,,,Non-Fatal,Substantial,Airplane,N761CH,Cessna,T210M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,15-12-1983
Accident,FTW83LA059,1982-12-15,"SOLGOHACHIA, AR",United States,,,12,CHARLES WELLS,Non-Fatal,Substantial,Airplane,N7325F,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,15-12-1983
Accident,CHI83LA051,1982-12-15,"MUSKEGON, MI",United States,,,MK6,MUSKEGON,Non-Fatal,Substantial,Airplane,N45EV,Mitsubishi,MU-2B-20,No,2.0,Turbo Prop,Part 91: General Aviation,,Business,,0.0,0.0,1.0,4.0,VMC,Maneuvering,Probable Cause,15-12-1983
Accident,ATL83FA063,1982-12-15,"LOUISVILLE, KY",United States,,,,BOWMAN FIELD,Non-Fatal,Substantial,Airplane,N5589S,Mitsubishi,MU-2B,No,2.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,2.0,3.0,0.0,VMC,Takeoff,Probable Cause,15-12-1983
Accident,FTW83FRG03,1982-12-16,"BENAVIDES, TX",United States,,,,,Fatal(2),Destroyed,Airplane,N5906M,Cessna,340,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,16-12-1983
Accident,FTW83FRA03,1982-12-16,"HOUSTON, TX",United States,,,7,POWERS AIR HELISTOP,Non-Fatal,Destroyed,Helicopter,N801DB,S.n.i.a.s.,AS350D,No,1.0,Turbo Shaft,Part 91: General Aviation,,Business,,0.0,1.0,1.0,0.0,VMC,Landing,Probable Cause,16-12-1983
Accident,FTW83FA060,1982-12-16,"CARLSBAD, TX",United States,,,,,Fatal(4),Destroyed,Airplane,N6662Y,Beech,A36,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,4.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,16-12-1983
Accident,ATL83LA066,1982-12-16,"ANDERSON, SC",United States,,,AND,ANDERSON COUNTY,Non-Fatal,Substantial,Airplane,N61857,Boeing,A75N1,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,16-12-1983
Accident,MKC83FA038,1982-12-16,"DEWITT, NE",United States,,,,,Non-Fatal,Substantial,Airplane,N6855F,Piper,PA-32R-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Heartland Enterprises, Inc.",0.0,0.0,0.0,5.0,IMC,Cruise,Probable Cause,16-12-1983
Accident,SEA83FYM02,1982-12-17,"NORTH PLAINS, OR",United States,,,H10,,Fatal(2),Destroyed,Helicopter,N5686Z,Enstrom,280C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,17-12-1983
Accident,MIA83FA050,1982-12-17,"HOMESTEAD, FL",United States,,,,HOMESTEAD MUNICIPAL,Non-Fatal,Destroyed,Airplane,N81012,Piper,PA-32R-301,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,17-12-1983
Accident,DEN83LA034,1982-12-17,"BILLINGS, MT",United States,,,BIL,,Non-Fatal,Substantial,Airplane,N756AX,Cessna,TR182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,17-12-1983
Accident,DEN83LA035,1982-12-17,"CUT BANK, MT",United States,,,CTB,CUT BANK MUNICIPAL,Non-Fatal,Substantial,Airplane,CGKBJ,Piper,PA-28R-200,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,17-12-1983
Accident,MIA83LA051,1982-12-17,NEAR RAMEY,,,,,,Non-Fatal,Destroyed,Airplane,N4481L,Cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,17-12-1983
Accident,SEA83FYP01,1982-12-18,"RICHLAND, WA",United States,,,,RICHLAND,Fatal(1),Destroyed,Airplane,N82PB,Burke-parker,QUICKIE,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,18-12-1983
Accident,SEA83FA033,1982-12-18,"NEAR RANDLE, WA",United States,,,,,Fatal(2),Destroyed,Helicopter,N244PH,Bell,214B,No,1.0,Turbo Shaft,Part 91: General Aviation,,Business,,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,18-12-1983
Accident,MKC83LA039,1982-12-18,"WEST PLAINS, MO",United States,,,H63,WEST PLAINS MUNI,Non-Fatal,Destroyed,Airplane,N56689,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,18-12-1983
Accident,LAX83FUG10,1982-12-18,"HEMET, CA",United States,,,HMT,HEMET-RYAN,Non-Fatal,Destroyed,Airplane,N2NN,Norman Negus,KR-2,Yes,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,2.0,0.0,0.0,VMC,Go-around,Probable Cause,18-12-1983
Accident,NYC83FA045,1982-12-18,"RINGWOOD, NJ",United States,,,,,Fatal(1),Substantial,Airplane,N92612,Cessna,182N,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,18-12-1983
Accident,MIA83LA052,1982-12-18,"NEW PORT RICHEY, FL",United States,,,X28,NEW PORT RICHEY,Non-Fatal,Substantial,Airplane,N88214,Bellanca,7GCBC,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,18-12-1983
Accident,LAX83LA046,1982-12-18,"FAIR OAKS, CA",United States,,,011,PHOENIX FIELD,Non-Fatal,Substantial,Airplane,N218B,Beech,G35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,VMC,Other,Probable Cause,18-12-1983
Accident,LAX83FUJ09,1982-12-18,"CORNVILLE, AZ",United States,,,,,Fatal(1),Substantial,Airplane,N9692L,Grumman American,AA-1B,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,18-12-1983
Accident,ANC83LA024,1982-12-18,"NEAR PORT ALSWO, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N94DC,De Havilland,DHC-2,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Alvin D. Carrell,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,18-12-1983
Accident,MKC83FA041,1982-12-19,"BANCROFT, IA",United States,,,,,Fatal(3),Destroyed,Airplane,N2838V,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,19-12-1983
Accident,FTW83FRG04,1982-12-19,"NEAR MCALLEN, TX",United States,,,,,Fatal(2),Destroyed,Airplane,N42717,Cessna,182L,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,19-12-1983
Accident,ATL83FA067,1982-12-19,"JOHNS ISLE, SC",United States,,,JZI,CHARLESTON EXECUTIVE,Non-Fatal,Destroyed,Airplane,N713BT,Piper,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,19-12-1983
